dataset,text,label,multilabel
f,"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport http",0,
f,"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",0,
f,"""@itscoleharmon_: When twitter rappers dm me their trash links http",0,
f,"""@jayswaggkillah: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!",1,
f,"""@jethromass: Photo: http he is in sole heaven",0,
f,"""@jgabsss: Stacey Dash won &#128166; http baddest bitch evaaaa",1,
f,"""@kazooook: We actin like it's the 7th day @user http",0,
f,"""@metroadlib: colored contacts in your eyes?
blinders on mine.
cause i can't see you at all."" Lmao",0,
f,"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @user swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",0,
f,"""@oldpicsarchive: H.G.Wells and Charlie Chaplin http #History #Photography",0,
f,"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn",0,
f,"""@riananewman: @user brownies tonight"" what kind?!?!",0,
f,"""@rugbysocklad: Fit lads! Nice gear! http these scally lads n trainers would get it",0,
f,"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",0,
f,"""@socass_: Dude remember this wop video? @user http OMG WHERE DID YOU FIND THAT",0,
f,"""@soxdawg: RAWR!! RT @user ""My"" sexy French scally. I love him! #frenchscally http sexy scally woof woof",0,
f,"""@worldtraveIs: Baby albino &#128034; http @user",0,
f,"""Bae"" sounds like such a ghetto word. Use something else",0,
f,"""Brownies for my brownie"" I love this movie. &#128517;",0,
f,"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" http",0,
f,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",1,
f,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http",0,
f,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",1,
f,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http",0,
f,"""I am a thrill billy..with a hillbilly heart."" -@billyraycyrus. HAHAHAHAHA Jesus Murphy!",0,
f,"""I found a new way to chug you have to open your mouth alot"" #shitallysays",0,
f,"""I'll slit your throat-neck"" http",0,
f,"""Is that an albino Mexican?""
""No dad, he's Asian.""",0,
f,"""Just follow the yellow brick twitter.""",0,
f,"""LOL, cripple!"" - Wendy Davis. RT @user Scientists create remote-controlled chick to study shy penguins http",0,
f,"""Let's kill cracker babies!"". WTF did I just hear???????? WOW.",1,
f,"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit.",0,
f,"""Mine plays DMX and kirk Franklin smh @user Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",0,
f,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;",1,
f,"""Nah its You @user &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http",1,
f,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;",0,
f,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",0,
f,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488",1,
f,"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted""",0,
f,"""The water isn't yellow, I'm a healthy student""",0,
f,"""These sour apple bitter bitches, I'm not fuckin wit em""",1,
f,"""They have to. That division is trash @user Saints gon win the NFC South...watch""",0,
f,"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-@EricaNadine26",0,
f,"""Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr""
- Robert Frost Giant",0,
f,"""We hate niggers, we hate faggots and we hate spics""-kkk rally",1,
f,"""We're out here, and we're queer!""
"" 2, 4, 6, hut! We like it in our butt!""",1,
f,"""Who the fuck you callin jiggaboo, nigga?!""",1,
f,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an",1,
f,"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....",0,
f,"""Yaoooooooo @user Mawnin yardies! &#128154;&#128155;&#128536;""",0,
f,"""You ain't gunna do shit spear chucker""",1,
f,"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie @user",0,
f,"""You look like little birds help you get dressed in the morning""",0,
f,"""You ol trout mouth ass bitch"" 
DEEEEAAAADD",1,
f,"""Your teeth are like the stars."" ""Aww thanks!"" ""Yeah... yellow and far away from each other.""",0,
f,"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes""",1,
f,"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends.",1,
f,"""hick and raver is a venn diagram that has a very large intersection""",0,
f,"""on my way to fuck your bitch in the name of The Lord"" - Mr. Race",1,
f,"""poor whitey"" http",1,
f,"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;",0,
f,#2013Faves RT &#8220;@grahamorama: #Snoop and #Justin are having so much fun at this Charlie Wilson tribute #BETAwards http,0,
f,"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding",1,
f,#AskDems Aren't you embarrassed that Charlie Rangel remains in your caucus?,0,
f,"#BREAKING: AP calls Mass. Governor race for Charlie Baker. Watch live coverage on WCVB, streaming online. http",0,
f,"#BigBird was made by a gay couple. So yes, under a GOP world the bird would not have existed since its creators would be in jail for sodomy.",0,
f,"#BlessJesus Amos 3:3 - Can two walk together, except they be agreed?",0,
f,#BlessJesus Amos 5:10 There are those who hate the one who upholds justice in court and detest the one who tells the truth.,0,
f,#BlessJesus The #Crown of HIS head to the sole of HIS feet,0,
f,#BlessJesusAir Matthew 6:26 Look at the birds of the air.. and yet your heavenly Father feeds them.Are you not much more valuable than they?,0,
f,#BlessJesusLove Happy Belated ( Sixty-Fifth) 65 Birthday *28 Aunt Mary Agnes #Strong,0,
f,#California is full of white trash,1,
f,#California is full of white trash who moved from #Oklahoma,1,
f,"#CommonQuestionIGet

Why uou so ghetto?",0,
f,#DTLA is trash because of non-Europeans are allowed to live there.,1,
f,"#DegenerateArtist Sniffs whiffy balls involuntary, cuz a FAIRY walks DOWNTOWN HAIRY, #climatechange all our scary sense of hillbilly sneeze&gt;",0,
f,"#DerekJeter as a lifelong #Yankees man, I will miss you. #FirstBallot
#Unanimous",0,
f,#Dutch farmers are white trash.,1,
f,#Dutch people who live outside of #NewYorkCity are all white trash.,1,
f,#EarlyBird #early #morning #sunrise #dawn #bird #thebird #jerryreed @ Kansas City http,0,
f,#Ebola Great and I thought the panic from bird flu was bad. I really ain't got time for that.,0,
f,#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers,0,
f,#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth,0,
f,"#FemaleLogic is worse than the jig, I'm convinced",0,
f,#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees,0,
f,"#Glory Isaiah Mom asked me if I wanted a brownie I said, no thanks 
She said what are fasting,",0,
f,#HOLIDAYSEASONLIVE @user @user Shy Glizzy Feat Plies - FREE THA GANG: http,0,
f,#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!,0,
f,#HappyColumbusDay .....hate to sound all #PETA callous and all........but #buffalo had it a LOT WORSE than the #injuns..........,0,
f,#HellYeah RT @user #No RT @user Happy Fall! Pumpkin Spice Oreos are here http http,0,
f,"#HelloBrookland! We're here at the @user opening! Serving free samples of cider, vegan sliders, brownies! http",0,
f,"#HolySpirit Joshua 1:3 Every place that the sole of your foot shall tread upon, that have I given unto you, as I said unto Moses.",0,
f,#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers &#9917;&#127942;,0,
f,"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers",0,
f,"#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny",0,
f,#Iowa is full of white trash,1,
f,#Iraq gov troops were handed a severe defeat by #ISIS at Saqlawiya -- there's chatter of over 300 soldiers lost &amp; Jihadis raving about it,0,
f,#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;,1,
f,#Minnesota is full of white trash,1,
f,"#NP ""Centuries"" ~FOB",0,
f,#Natitude? Okay. I'm only going to say it once. COMB yer BEARDS. #lol #wiggers,0,
f,#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on #1069TheArrow - http,0,
f,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http,0,
f,#NowPlaying : Ian Hunter - Once Bitten Twice Shy on #1069TheArrow - http,0,
f,#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http,0,
f,#PDPLive is on November 10th. Get your early bird tickets from http @user http,0,
f,#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers,0,
f,"#RadioFreeNorthwest 218
Covington reads responses &amp; mocks FBI, Andy on Real Politics, Liv on her awakening, Gretchen
http://t.co/t9JyhAncPR",0,
f,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,1,
f,"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome",1,
f,"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!",0,
f,#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.,0,
f,#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost,0,
f,#RuinAComedian @user Charlie Lapdance,0,
f,#Skating is for trash.,0,
f,"#SlightlyAdjusted RT @user Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day",1,
f,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?,1,
f,#SouthCarolina is full of white trash,1,
f,#StopWhitePeople RT @user 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus,0,
f,#TBT love you forever ling ling &#128115;&#128114;&#128152; @user http,0,
f,#THEBOONDOCKS at 10:30 my nicca!,0,
f,#TRUTH RT @user David is the Charlie Brown of #Scandal,0,
f,#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes,1,
f,"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",1,
f,"#TweetLikePontiacHolmes&#160;
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",1,
f,"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot",1,
f,#Virginia is full of white trash.,1,
f,#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama,0,
f,#WestVirginia is full of white trash.,1,
f,#WhatImCraving Peanut Butter Oreos &lt;3,0,
f,#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!,0,
f,#Yankees,0,
f,#Yankees #FireCashman I don't want Arod back.,0,
f,#Yankees #Jeter Let him play the entire inning. That's fitting.,0,
f,#Yankees #SEC Robertson in. Guy is fantastic. SEC pitcher!!,0,
f,"#Yankees 3, #Astros 0: McCarthy outduels Keuchel in series finale http",0,
f,#Yankees 6-0. Nine straight hits. Price... Not your night.,0,
f,#Yankees Damn you DirectTv blackout the Yankee game. With a freaking WALK OFF! You're killing me satellite douche.,0,
f,#Yankees Damn. Well Joe that move to the bullpen really helped.,0,
f,#Yankees I ain't complaining about the Royals win or lose game7. They showed heart. AL ride or die! No flex zone. They earned it!,0,
f,#Yankees I went to Golds with Cruz in 2010 when he was a Sound. No upper /lower body strength.. Hmm now 40 HR hitter. Won't say the S word.,0,
f,#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.,0,
f,#Yankees Nice bounce back @user Kay. Gotta keep this going!,0,
f,#Yankees Pineda needed that 6'7. Great play!,0,
f,"#Yankees Primo! Just got home and the Tanks are on MLB. Finally! And they are winning! Even better. Time to get serious, Sept call up time",0,
f,#Yankees got beaten by a thug,0,
f,"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB",0,
f,#Yankees wasted Nu&#241;ez's season #rays #mlb,0,
f,#drunk #trash #trashed #wasted @ The Draught Horse http,0,
f,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",1,
f,#firefighter is a job for white trash,1,
f,#foxnews cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of #teabaggers and liars.,0,
f,#gouache #inktober #oldpainting #mt #tiki #wahine #surf #monkey #bright #happysunday #peace wishing&#8230; http,0,
f,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",0,
f,#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!,0,
f,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,0,
f,"#metal only, honkies!",0,
f,#milesthompson #goauche #wetback #ca http,1,
f,#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http,0,
f,#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http,0,
f,#mt browngal #gouache #monkey #tiki http,0,
f,#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @user http,0,
f,#philhughes @user #nyy better then UR whole team,0,
f,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | paki http",0,
f,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | paki http",0,
f,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Teen | Cutie lesbian teens toy slits http",0,
f,#portlandia #putabirdonit RT @user The Xbox One would be so much cooler if they put a bird on it,0,
f,#redneck tow truck. #johndeere #4455 #america http,0,
f,"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!",0,
f,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe,0,
f,#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,0,
f,#tbt my precious gook baby &#128525;&#128525;&#128525;&#128525;&#128525;&#128525; @user http,0,
f,#tbt when i took my likkle monkey jimmys http,0,
f,"#teabagger state like mississippi opposed to minimum wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY.",0,
f,#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http,0,
f,#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,0,
f,"&#127813;&#127813;&#127813; RT @user ""Killer line?"" @user Josh Smith dropped a killer trash talk line on Kenneth http",0,
f,&#127867;&#127867;&#127867;&#127804;&#128153;&#127913; plus Sheryl crow http,0,
f,&#128027;=&#128176;&#128184; &#8220;@GOALSminded: its true that the early bird.. gets the worm first!&#8221;,0,
f,&#128075; hi-ho http,0,
f,&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;,1,
f,&#128514; RT @user LMFAO RT @user If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,1,
f,&#128514;&#128514; fucc nicca yu pose to be pullin up,1,
f,&#128514;&#128514; maaaaannnn i hope so! RT @user @user did we get rid of John Legend looking Charlie Batch?,0,
f,&#128514;&#128514; mike calls me t-bird @user,0,
f,"&#128514;&#128514;&#128514; i just said that RT @user My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg",1,
f,&#128514;&#128514;&#128514;RT @user Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;,1,
f,&#128520;&#127383; we snap chatted for one night lol. But you're cute. Snapchat me back nig,0,
f,"&#128525;&#128525;&#128525;

&#8220;@whatskillfeed: i guess ill just trash this drawing because of roster changes...&#128532; http",0,
f,&#128530; my nerves are being worked cos of my monkey &#128529;&#128545;,0,
f,&#128553; monkey mad,0,
f,&#128557;&#128557;&#128557;&#128530; RT @user At work imma real Uncle Tom!&#128584;,0,
f,&#128563; RT @user They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;,1,
f,&#193;lbum de fotos: csitaly: [TS3]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims 3. Happy... http,0,
f,"&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http",1,
f,&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http #tcot,0,
f,&#8220;@ATrue_Cowboy: Truth about any distance for all you love birds out there! http,0,
f,"&#8220;@A_Brown_30: Frogger, best game ever&#8221; only cuz You suck at flappy bird",0,
f,&#8220;@AbstractLife: @user @user Orton is trash idc&#8221; he ain't been playing. Trashlex Smith only sat out Kaep took his spot.,0,
f,&#8220;@AdderallHadMe: Adderall had me killing two birds with one stone http,0,
f,&#8220;@AlexaDelsanter: This is awkward u fag @user @user http wonder who's awesome tank that is &#128522;,1,
f,&#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me,0,
f,&#8220;@AntiGlib: RT @user #Yankees Michael Pineda in his next start.. http @user,0,
f,"&#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",0,
f,&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk,0,
f,&#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha,0,
f,&#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston,0,
f,&#8220;@BeautyOfASinner: So they really deleted flappy bird from the App Store cus someone killed themselves over it &#128514;&#8221; foreal foreal ?? &#128561;&#128557;,0,
f,&#8220;@BestOfAds: Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales http man wtf,0,
f,"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi""",1,
f,&#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless,0,
f,&#8220;@BurgerKing: What&#8217;s going to be your pick for #SelectionSunday? #2for5 #WatchLikeaKing http make colored folk happy,0,
f,"&#8220;@CMRE24 wasn&#8217;t that great to me either RT @user ""Equalizer"" was trash Denzel officially washed bruh&#8221;neither was flight",0,
f,&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,0,
f,&#8220;@CaptainYankee2: Two of the best Yankees Derek Jeter and Joe Torre #JoeTorreDay http @user,0,
f,&#8220;@CommonBlackGirI: here&#8217;s to all the kids who have never found their name on anything in a souvenir store&#8221; thanks mom for the ghetto name.,0,
f,&#8220;@CommonManKFAN: And that's why mock drafts are a joke my friends.....&#8221;Anyone???,0,
f,"&#8220;@Crowdifornia: We agree... do you? http FUCK YES, I DO! Send those illegal, wetbacks home!!!",1,
f,&#8220;@DIYcookery: Oreo cookies&#128523; http &#128525;&#128539;&#128553;,0,
f,"&#8220;@DShmee: Tom Brady slowly becoming washed?&#128064;&#8221;

Nah.. His weapons just trash",0,
f,&#8220;@Deuce1990: What will the Lakers be after kobe&#8221; trash,0,
f,&#8220;@DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http Dis be heaven fo a colored man,1,
f,&#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http Jihadis: they're not just a PRC tool.,0,
f,&#8220;@FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha,1,
f,"&#8220;@FunnyPicsDepot: ""fucking white people"" http bitch wut?",1,
f,&#8220;@GianneNichole: Lakers really trash.&#8221;&#128686;,0,
f,"&#8220;@GlitteredInPink: @user you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick.",1,
f,&#8220;@GreatGawd: Name something trash&#8221; Cavs,0,
f,&#8220;@HeyKeifer: Golden Oreos &#128016; regular Oreos &#128686;&#8221; YES!!!,0,
f,&#8220;@HeyKeifer: Oreos are basically dirt circles with cream.&#8221; True.,0,
f,&#8220;@HumbleTeej: @user where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?,0,
f,&#8220;@Iifetip: Kit Kat brownies. http making.,0,
f,&#8220;@ImToBlame: Bruh RT @user Trent took the yellow path http,0,
f,&#8220;@JayGorgeous: i need more beanies&#8221;just ordered two true religion ones lol,0,
f,&#8220;@JohnelHadleyJr: Uncle Charlie just got thru lip singing?!&#8221;haha,0,
f,&#8220;@JuanNdaCut: When twitter rappers dm me their trash links http,0,
f,&#8220;@JukeJuke_9: Lance Stevenson gone leave Indiana&#8221; he trash anyway,0,
f,"&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;

#TeamWhiteGirls 
#SwirlTheWorld",0,
f,&#8220;@KarynHalpin: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow,0,
f,&#8220;@Kik2Clean: Brah Wiz cheated &#128514;&#128557; http she had hair like a dyke..... Uh.. Duh?,0,
f,"&#8220;@King_SM If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD",0,
f,&#8220;@LastWordEvan: An inning and a half away from Alex Rodriguez being eligible to play. Just a thought. #Yankees #MLB&#8221; OMG. Feel an ulcer.,0,
f,&#8220;@MILF_chronicles: Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.,1,
f,&#8220;@MannyBDlopez: When you open your starburst candy and get 2 yellows http lmao bruh,0,
f,"&#8220;@Maxwell_Larsen: When you live this gay, you can't be afraid of two black dicks in your butt"" you fucking queer",1,
f,"&#8220;@MikeyPDaCav5: I love the song ""John Doe"" #dope&#8221; @user @user faggots",1,
f,&#8220;@MoffettMM: Just got done with my last final and I'm walkin around campus like I own this place&#8221; queer.,1,
