dataset,text,label,multilabel
d,@user we can also throw in there her support for ira violence racist comments about white people blind support for bolivarian economic farce the stupid gift that keeps on giving,0,
d,@user @user @user @user not aware of any religion that says your not allowed to exist not aware of any religion that says you can think you are a girl nor is their any religion except islam that forbids homosexuality,0,
d,my family crest is a fucking dragon bitch 🐉 🐲,0,
d,me sobbing you can not just declare everything queer representation disney pointing at a bat and an owl gay,0,
d,did not we used to condemn liars criminals conmen tax avoidance philanderers corruption collusion pollution deadbeat parents thieves violence threats etc etc wasn t that a thing i quite liked that thing back in the day when opinions mattered brexit britain,0,
d,nice idea but i doubt it as my jewish gf back in hs used to say a jew is just a nigger turned inside out neither can ever be satisfied if you give a jew your teeth he will want your eyes too,1,
d,you guys in germany and us men here in america too we are gonna have to man up and be crusaders this musloid bullshit is totally unacceptable,1,religion
d,@user good morning boo i am only sexist cause you are sexy if i am wrong i am gay fuck it bot boy digital not touch,0,
d,the nigger problem,1,racism
d,@user @user @user smollet claimed two white men assaulted him tawana brawley claimed white men raped her this girl said and her story was reported that three young men all white attacked her all of these were lies and those lied about were white that the racism,0,
d,@user speaking as part of the maybe some others i am older and white but also a cis gay man not lesbian i loved the indigo girls since the <number> more recently saw them along w mary chapin carpenter and joan baez in charlottesville four voices <number> years ago,0,
d,@user fine whatever fuck you too then,0,
d,@user was screaming racial slurs sexual harassment towards the woman comic calling her a slut talking shit about gays using faggot went to go use the restroom and got into an altercation outside because he was pissed there were gender neutral bathrooms,0,
d,so <number> communist nigger journalist <number> windstorm but trump has caused this terrible wave of hate apparently almighty trump controls both the weather bernie supporters,1,racism
d,excuse me but those are not people those are niggers 🐒 buffalo nostril shitskin burrheaded knuckle runnin spear chucking welfare monkey spaboolie spook coon moolie niggers 😑 niggers make me fucking sick 😡 😡 😡,1,racism
d,i see you are friends with the nigger cyph who gives a fuck what you think muted dude,1,racism
d,@user this ugly kike cunt keeps showing up on my timeline,1,religion
d,so disappointed in the super bowl game i only shot <number> coons and no possums or coyotes or fox i d be a millionaire if i had non mangy coyotes or foxes the coons are not more than ornaments gamo whisper brain junker at <number> yards,0,
d,ricky vaughn uses his anonymity to say the words nigger and faggot without repercussions and so many people on gab love it lol,1,
d,<percent> of niggers who get shot by police in america deserve it and should never be conflated with whites who get shot by incompetent <number> iq nigger diversity hire cops,1,racism
d,the muzrat trash call everyone a racist,1,religion
d,dad should have told the muzrat whore to fuck off and went in anyway,1,
d,ali became a mudslime to avoid the draft ask his offspring on twatter a few times if daddy ensured her genitals were mutilated in accordance with mudslime law and why no burqua was worn but received no answer,1,
d,fanbloodytastic by time these leeches are held to account especially the muzzie scum taking <number> wives breeding kids like rabbits in order to increase welfare payments potus ur simply the best 👍 👏 👏 👏 👏,1,religion
d,i have a dream that one day little black boys and girls will be holding hands with little white boys and girls martin luther king jr,0,
d,@user these five women hung back while their constituents begged them to support impeachment while @user @user @user @user took the brunt of harassment from media and gop the leaders here are women of color these five white women followed eventually,0,
d,@user well i am halloween so fuck you too,0,
d,we need to change the priority of the refugee program we will take all white south afrikans pariotic britains frenchies germies swedes etc persecuted christians let the invaders finish their countries full of muzzrats liberals off,1,religion
d,when your pussy self is worth a grammatically sound and proper editing then perhaps you will get to read without using your little brain to decipher i really do not have to impress a little kike minded subversive like yourself peace tho trumpowitz so ironical ironybro faggot,1,
d,white nationalist can you picture a world where your town is white your schools are white your world is white i have a dream that one day i can live in a white world where little whites kids play with other white kids and the nigger is back in africa,1,racism
d,fucking white bread with the crust taken off smushed into a little ball that hogdiggedyddmon keanu reeves pig,0,
d,harry kane is a fucking fanny if he was foriegn the commentators would be going on about how bad diving is in the game absolute wankers,0,
d,we once went to freedom city to watch golola moses fight a thailand nigga ssebo was knocked out in <number> secs,0,
d,searches surugaya for the one wamujaku doujin i want sadly closes tab cuz they do not have it,0,
d,@user lol yeah the drippiest niggas be the ones who thrift i agree tho you be dripping bro,0,
d,swear these niggas some females now,0,
d,wow is that someone drinking water wow my queer ass homoerotic anime man drank water is this a jojo reference is this a stand i cannot fucking stand you retard,0,
d,this white boy was like wyd and i said i was at work i swear to god he asked me what i was wearing and said my work uniform,0,
d,i knew d wade was gay,0,
d,whitey prevails for a change miss south africa beats out a nig two spics and a gook to win miss u,1,
d,is luke ford on a mission to infiltrate the altright to prove his kike conversion bona fides,1,religion
d,better to kill the kike first,1,religion
d,@user we work several days out of your year to support the illegals kids and nigger babies in those government schools which is why i am a big advocate for homeschooling responsible white parents should never allow their kids to attend these institutions,1,
d,on yt there have been a whole lot of black dads are wonderful commercials now there is something called daddy o with nigger this and fuck that by some black chick yelling at a black dude yt is an asshole,0,
d,@user @user @user my pasty white ass needs it for real tho heather u and ur hubby should join us next time make it a pftpm posse remote meer up,0,
d,@user @user @user @user @user @user @user @user most excluded are hindu refugees not economic muslim migrants hindus are killed raped forcibly converted in pakistan and bangladesh entire nrc is a farce,0,
d,@user white people made it illegal to rape woman you are welcome,0,
d,this is why niggas like that get away with shit u missed the whole fucking point he raped a woman so them telling other women to warn them thats wrong tf shit really irks me,0,
d,@user @user welcome to modern britain the country where freedom of speech being white heterosexual male female non muslim is now classed as being racist fascist homophobic islamophobic made up word the country is falling,0,
d,@user @user courtney i d love to see a picture of you and obama together what year was it that you meant him and did you ask him about bombing <number> muslim countries and destroying <number>,0,
d,considering that i am queer and to an extent neurodivergant i realize that it is a possibility that i could be the target of violence though make no mistake right now i as a white bisexual man have a much lower chance of assault than say a black trans woman,0,
d,@user i will drive my white ass down to dallas from new york and stand right there with you justice botham jean amber guyger murder trial life in prison,0,
d,@user i could not quit laughing at it yesterday white cucks out in their bass boats risking their lives to save the niggers and mexicans seriously fuck those cucks fuck the brown people and fuck all the non texans who have moved in there oh and fuck the nigger mayor,1,
d,i am offended because nigger faggot kike spic chink gook cracker,1,
d,meet the british nigger bitch princess criminal trash family 🤣,1,racism
d,i guess the nigger wasn t around to pez her so she wised up and jumped,1,racism
d,niggerchomp isnt a chink she a white american dog 😡,1,racism
d,sacrifices must be made i agree screw that newport smoking fatass mudshark and her ugly mama too,1,
d,@user @user @user her incompetence has nothing to do with her colour mcdonut thornberry and corbyn are all white and all <number> are as useless as each other,0,
d,ellen page plays a lesbian suffragette in what the sunday times are calling the best queer film since happy together,0,
d,@user we have never seen any fabricates of whites being harassed as breaking news in our countries in my neighborhood one white lady pressed some serious charges against a black boy for harassment after much investigation it was found that she was just lying it wasn t a breakingnews,0,
d,all right faggots why is it that our posts bantzing beaners get so much engagement but when we take the piss out niggers and kikes you all get so silent all of a sudden,1,
d,excited for dam with bitches,0,
d,ho keep sayin in the1 dior on my bitch and flood myself in saint laurent ⭐ ️ ⚠️,0,
d,that nigga rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh,0,
d,free viewing of ghost bait until whoever is charge at travel channel catches wind of it,0,
d,you bitches are retarded learn your self worth stop trying to come for the female and correct your wack ass man,0,
d,@user retarded is when women do not get their books checked before its too late,0,
d,@user should have been removed the last time he threatened this but making laws against people brown people black people gay people female people sick people poor people homeless people refugee people is more important than protecting our democracy of the people @user,0,
d,@user @user coming from someone who finds it necessary to kill all the cows in this country in the name of global warming,0,
d,@user he will take our rights away one at a time banning lgbt rights and then going back to all white segregations and etc his now evangical base is trying to take over america its all bad bad and needs to be stopped,0,
d,@user @user the skinnies have not been oppressed ok you acting like them white people when we start saying blm now 😂,0,
d,so you are gonna be loud on ig about rapists and stick up for women yet you have raped and abused multiple women including myself and told your mrs i am just your crazy ex and that why i hate you pick a fucken side you sick fuck,0,
d,shalom aussie goyim my name is gladys berejiklian i call myself an armenian but in fact i am a ratfaced kike looking to implement communism in your country do you like my gallah beak,1,religion
d,the first white president since were going into skin color now obama was the first nigger president lets return to the good old times,1,racism
d,there was no islamic holy violence prior to <number> retard slav nigger,1,racism
d,depeche kike personal hitler remastered video,1,religion
d,did you know the only time moslem women can walk before men,0,
d,if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent,1,sexuality
d,@user nope they should be praying i dont have a new nigga bitch by time they get out,0,
d,refugees in white homelands are worth more then gold to israel ask trump and any kike truth fears no investigation they are low wage workers which will destroy america labor market but you still vote for this goyim,1,religion
d,you are the epitome of stupidity you could not beat the kike vermin alone last time so this time your goal is wait for it to fight the kike vermin alone again and lose again you have the strategic sense hitler did moron,1,religion
d,@user @user almost two years after the election things are becoming worst just as mentioned in your report sexual violence cases have increased babies are being raped you might want to do a follow up report,0,
d,so in new york if you say illegal alien you will be fined <money> <number> it you are attacked or raped by an illegal alien it a crime to call ice hm kinda fucked up to be an american in new york,0,
d,egyptians in <number> bc be like omg what am i gonna wear today and then open their closet full of white linen lmfaoo 🤣 🤣 🤣,0,
d,this happens a lot in the makeup beauty community gay men think that the women who have a problem with drag queens or with gay men using misogynistic slurs etc all must be str8 girls who do not know how the lgbt community works guess what dykes hate you too,0,
d,my rising is good news for born again caucasians and the believing black people it not so good for the white men burning to the dead goats pigs elephants those who come back out of the bottomless pit no one like trump a black man in a white man body,0,
d,@user both dialogues sound like something black people would say not whites,0,
d,ive never understood it everty moslem should have been expelled by <number> <number>,0,
d,@user what does this concern for queer theory in schools have to do with a homophobic account,0,
d,my mom and i were in the produce section of the supermarket she points in the general direction and just speaks in mandarin want ching chong i did not know what she said so i just start guessing everything in sight mushrooms pumpkins she went and picked up a pineapple,0,
d,@user dude got <number> million votes and much of the press seems to think they were all white trash nazis trying to bring back segregation it so dumb,0,
d,if another white person has the caucasity to talk over me again i am trow hands 👊 🏽,0,
d,@user @user i saw that the halloween industry is expecting white claw costumes to be the most popular slutty costumes this year,0,
d,@user well technically he was referring to a white bitch on go get it so ok,0,
d,@user bring out the uneducated hillbillies and white supremacists to our sign meeting and donate to our right wing cause duh i work oil duh i like truck duh me hate muslim duh i can not read,0,
d,i do not think my bf knew what he was getting in a relationship with cause i will shoot his white ass if he keep leaving me on read,0,
d,@user @user poor buggers perhaps they should not have raped and beaten children,0,
d,@user remember when ebola was in american news and all white people there got scared when they are not even close to africa,0,
d,you are banned remember white boy,0,
d,love to go to class on the cusp of mildly hungover and still drunk from last night,0,
d,i know its hard being queer in the lgbt community generally so positive vibes for everyone ☆ ♡ ☆,0,
d,i remember when vontaze burfict almost killed that nigga ab on the field wit that hit 🤦 🏾 ‍ ♂️ 😭,0,
d,this yid parasitic bitch should be hanged on the 1 st tall tree that grows in the center of the city to all to see and learn that yids are beasts of the field and not allowed to exist with humans,1,religion
d,a greedy man always has his eye on his wife pot — cameroonian african proverbs ☼,0,
d,lol at @user thinks he a dothead kike lol,1,religion
d,lol at @user thinks currynigger monkey cow elephant worshipping streetshitters are taking over the world lol currynigger you re just riding the white mans dick thank u come again,1,racism
d,showa time for this fucking kike,1,religion
d,@user ian timings opinions are only those of a nigger cock sucker therefore they are invalid <number> kk,1,racism
d,you are arguably pretty stupid to not recognize that ecological collapse means no food your chances of survival dramatically decreases this is nigger level shortsightedness right here,1,racism
d,you all think dolphins have a form of what up my nigga,0,
d,o this white gurl liked chocolate dick,0,
d,@user @user why does lindsey tweet he posts something dumb and then gets dragged,0,
d,@user do you remember saying that nazi are very fine people i d say your wishes are absolute bullshit,0,
d,another nigger lover bites the dust,1,racism
d,@user called it hours ago and this kike rat would not reply to my calling him out either part time shit tier jidf making some extra shekels lol they are not sending their best yet,1,religion
d,@user i want to punch trudeau then those muslimes,1,religion
d,just do not say nigger,0,
d,christians are commanded to come out and be separate muzzies and christians cannot co exist as muzzies just want to kill everybody all the time so somebody has got to go,1,religion
d,niggas can be whoever they want to be in tweets got to remember that when you are online dating,0,
d,color blue and white porcelain,0,
d,so that white powder must have been sodium percarbonate,0,
d,we really finna elect biden with the appalling amount of rapey advances he made on camera with literal children damn lmfao,0,
d,@user i find it interesting that they were given refugee status in turkey a safe country yet shipped over here,0,
d,@user @user ching chong is literally a xenophobic expression are you dizzy,0,
d,average white iq <number> average asian iq <number> average african iq <number> nigger they are of inferior stock as they would say in the old days why you would mix with a spic unless this is some kind of pillaging operation is beyond me,1,racism
d,@user @user @user only a person with considerable privilege could reasonably write in a candidate out of pettiness when the alternative is trump trust and believe that my queer ass does not have that luxury women poc immigrants etc do not have that luxury grow up,0,
d,@user agree bully democrat @user also bully on tv states qoute we do not need queer harassment @user bullies in high school harassed me everyday with this word would it be the same if i said we do not need about her wtf,0,
d,instant mute and creeping my tl total kike behavior,1,religion
d,what a useless bitch <sad>,0,
d,al iaquinta remember this name this ravioli nigglet is winning this belt,1,racism
d,gab fam leaky weiner speak freely if you dont think nigger obama will pardon that crooked old lady you are kidding yourself classifiedinfomatters,1,racism
d,barbie puts bat mo heels for sale again that one person i hate you barbie,0,
d,@user @user @user if a black person for example can experience racism then a white person can we are all the same after all,0,
d,@user i mean they all look sickening but look at roseanne can you blame me,0,
d,this is god way of testing if i break my no white boy rule or not,0,
d,nazi is a kike jew term invented by an inbred schizoid kike rat they were called national socialists <number> gorillion were not gassed but should have been the world would be a much better place,1,religion
d,@user we all know my white ass taste buds can not handle the food,0,
d,@user btw i need numbers people all my friends left my fat white ass,0,
d,amber guyer ass better get the maximum sentence but ik her white ass bout to skate i can feel it in my spirit 😒,0,
d,not me getting foundation on this white christian dior collar 🤒 🤒,0,
d,@user @user seriously they are all just rich white christian males now they have no factions,0,
d,i know they are trying to commit white genocide but is not the f ing jews but the f ing muslimes that want to kill christians and jews and atheists and hindu and budhists or submit them to their psycho cult what part of kill do not you understand,1,religion
d,a feminist on the bbc just said the royal air force need to create a safe space for women to report unwanted sexual advances i think she will soon realize what real unwanted sexual advances are if a female pilot is ever shot down over a moslem country,0,
d,cnn denies staging the moslem anti isis hoax the same way that bill clinton denied having sexual relations with monica lewinsky,0,
d,charlottesville did not have the intended impact only one died no one arrested no neighborhoods burned no police cars torched no stores looted no brick rock throwing at police dindunuffins dindunuffin liquor stores intact non event for antifa blm baltimore should provide much more lively targets,0,
d,when i was like <number> i used a stick to wipe a wet dog turd on a little toddler nigger girl and we laughed so hard omg 😹 😹 😹,1,racism
d,chris was mad at the paki christian piccalioni i want to hear his shit however @user ‍ is willing to have him on his show and i am willing to co host see what this guy has to say hit us up piccalioni,0,
d,of course this muzrat actually looks like a rat is trying to cause trouble the brexit marchers will be blamed for the trouble and then a ban will be put on any future brexit or free tommy marches,1,
d,smh fuckin wit them white girls gon get u in jail bruh,0,
d,cant wait to form a rightwingdeathsquad ™ with a few mates and lynch some obnoxious sheboons this black friday,1,racism
d,if a rape victim is laughing and make jokes after a rape it does not mean that she has not been raped <number> <number>,0,
d,you can see the gook genes,1,racism
d,luv seeing white ppl telling indigenous folks whose parents went to residential schools that they should be more upset about notre dame 🤔,0,
d,here are some new one groovin on down to gitmo krusin in kenya if your gay and you know it clap your hands treason is the reason,0,
