dataset,text,label,multilabel
a,Another surprising reason to #Remin in the EU: the UK is more equal than most other nations in respect of diversity. #StopBrexit #VoteLibDem URL,0.0,
a,Trump's latest attack on LGBTI people leaves children without citizenship URL,0.0,
a,@user @user You think Sam Oosterhoff from the link you posted just has some grudge against women? Or is it his religious viewpoints that inform his behavior? Guy thinks the earth is 5000 years old. Wonder where he gets that garbage from?,0.0,
a,the bitch don't even like me URL,0.0,
a,"Way to go motherfuckers. Every woman in the US is now ""fine"" when you ask her. The states will be set on fire, one by one, accordingly. We will burn this motherfucker to the ground and not even break a sweat. Fuck you.",1.0,
a,Deport them all URL,1.0,
a,wish my lil bitch mouth was wrapped around kimishita's cock rn (tweeting cock 4 gage),0.0,
a,It's a war on women & it's time we knock these men the fuck out,1.0,
a,A rather bizarre take on birth control from the religious right that leaves me wondering how much longer until they ban birth control too🤔 URL,0.0,
a,Women are the most beautiful nurturing souls in this world and nothing should oppress them🤧 god this world can be cruel sometimes,0.0,
a,man fuck these niggas.,1.0,
a,"Grumbach: African Americans, Latinos, and Asians are very underrepresented in the donor class, even compared to members of congress.",0.0,
a,"Sixty-five years after the U.S. Supreme Court declared school segregation unconstitutional, Oklahoma City Public Schools is still grappling with the ""white flight"" spurred by integration. URL #OklaEd",0.0,
a,"NJ recognized gaps in current federal law, but in more than 30 states, LGBTQ individuals can still be fired from their jobs, or evicted from their homes, because of who they are. The Equality Act brings federal law into alignment with what we've done in NJ. Proud to vote yes 🏳️‍🌈 URL",0.0,
a,"@user Look at what our society has become! Foreigners are not the only ones to blame. What has happened to the American people? Not safe anywhere anymore! ""Jesus take the wheel"".",0.0,
a,You sound like cold a faggot literally a bitch,1.0,
a,"""Don't have sex if you don't wanna get pregnant then"". If men are allowed to enjoy sex why can't women???",0.0,
a,@user @user @user The countries are shitholes and that not based on race it's based on corruption of the leaders. And trump is not a raciest use google,1.0,
a,"@user (ps i think every woman should be able to do whatever she wants with her body, this isn't some surreptitious way of passive aggressively stating my opinion, I just think that people don't have consistency in their reasoning when it comes to emotional issues)",0.0,
a,"Disgusting piece of pure racist white Trash, like all the rest.",1.0,
a,Women y'all gotta KEEP YA HEAD UP‼️ URL,0.0,
a,ten is disgusting. i hate gay people,1.0,
a,"Yes, Paul. How do these men pass all checks and an innocent, well loved, contributing family of Sri Lankan heritage, with two children in that family having been born here, not pass the same tests? .@PeterDutton_MP is a disgrace. Vote (1) .@alifrance5 in Dickson. URL",0.0,
a,Have any states legalized being a woman yet?,0.0,
a,"Diop Reflects On Being 1st Black Woman Director In Competition At Cannes Film Fest: Mati Diop was initially disappointed when she, by reading a news article, discovered that she was the first black female filmmaker in the Cannes Film Festival's… URL URL",0.0,
a,"I retweeted this earlier, but read it again and reflect: Whose voices, works, and lives would we be missing if women weren't able to plan their reproductive lives? What art would we have missed? Which activists? Which children born because a woman planned? URL",0.0,
a,"Free german porn movies submissive newbie doll girl alex blake with very big tits and mini pussy bound and fucked in pussy. Dirty latina maids my friends mom videos. Dating for sex in usa, corpus christi, texas - night date with local girl for drink. URL",0.0,
a,Girls love girls and boys.,0.0,
a,YOU A DUMBY BITCH FUCKIN UGLY,1.0,
a,"what happens when religious beliefs aren't separated from governance, this is insanity URL",0.0,
a,6 Jesus Quotes that will Offend Some—and Wake Up Others URL,0.0,
a,Nevada Student Posts Racist Rant To Snapchat: 'N*ggers Burn In Hell' URL,1.0,
a,"U guys that force things with ladies ehnnnn.. Better stop, if a lady is acting weird or somehow.... Don't force it.. Leave her n leave things... God might be saving you from alot that u can't see..",0.0,
a,"GAYS. we have to assemble to support this  this is an f/f murder mystery. emma's an amazing writer and this is fast-paced, fun, AND GAY like angry girls? ghost girls? sapphic bi girls? collect em all!!!! ☠️🏳️‍🌈 URL",0.0,
a,@user @user fucking virgin slut,1.0,
a,@user Hey did you know 2 year olds have been raped? Babies in diapers have been raped. Old women. Nuns. Stop with this stupidity implying men are baseless animals . They aren't. Rapists rape. Healthy men don't. No matter what you wear or don't.,0.0,
a,That's right you inferior fag bitch...he's your Alpha daddy and your hole is his property... URL,1.0,
a,@user @user This is cold and possibly sick but I believe these bastards that come to America to kill should be tried and if found guilty hung by the neck at the border for others to see.,1.0,
a,I was thinkingg about it this morning and although I agree with women on regards to their bodies and they making their own decisions I dont think the WHOLE government is Male-Only but it is men the only ones being accused of this. It just seems like men-hate,0.0,
a,"Hey, Kavita Godse is the real father of the nation & the first soldier of independent India I wish d history of this country was written in an objective manner. But their priority was to build the brand 'Gandhi' so that one family can run the country for the generations to come. URL",0.0,
a,me: i have an eating disorder straight men: why babygirl?😍 curves are sexy wdym?😍😍 you're CURVY be happy about your CURVES and your BIG THIGHS being not thin is curvy and sexy 😍 CURVES😍😍😍,0.0,
a,"Ilhan Omar is calling for Open Borders 🚩Demands that ICE be abolished, deportations ended, no crimilization for illegal aliens🚩 This woman has no interest in representing America. She needs to be removed from our Congress immediately!  URL",0.0,
a,"religion has harmed women, gay ppl, trans ppl and christians used to use the bible to justify slavery and they use it to justify so many other things. so instead of telling me to respect ur religious views tell ur religious peers to respect other ppls lives",0.0,
a,First I'll fuck your girlfriend after all she was #built4bbc  While you lick her pussy clean I'll make you my #faggot4bbc and stretch your ass URL,1.0,
a,You are blessed and graced for more Rabbi @user  Tonight was super awesome! You do more!! Glory to God!,0.0,
a,#NowPlaying: Shirley Caesar - Blessed Assurance | Yes Lord Radio | LISTEN NOW Click=> URL |,0.0,
a,I can't stand a weak ass bitch ! Ugh y'all disgust me. Boss up lil whore,1.0,
a,Rapper Claims New York City's Proposed Fur Ban is 'Racist' and Meant to Target Black Community URL via @user,0.0,
a,"On International Day Against Homophobia, Transphobia and Biphobia, the U.S. House of Representatives just passed the #EqualityAct, the nation's first comprehensive LGBTQ+ civil rights bill, which would prohibit discrimination in employment, education, housing, credit, and more!",0.0,
a,"Careful what you wish for, you always wanted to feel a huge black cock up your hole bitch so now scream, cry all you want that ain't gonna stop this bull from raping your boipussy apart he'll only stop when he is done and shoots his huge load deep inside. URL",1.0,
a,About time we end the infanticide.,0.0,
a,It is high noon. Those sick bastards want to destroy Christianity in its birthplace like they killed Jesus on the Cross. They mock and insult Jesus and our holy Mother Maria and those fake Zion-Christians give them Money and support them URL,1.0,
a,I hate gay guys that start shit with females get your HIV having ass on nasty bitch,1.0,
a,"delete me out this foolishness, nigger",1.0,
a,@user so I guess you will stay single and never have sex with a man then?,0.0,
a,2 Alphas put a bitch beta sub in his place Follow @user URL,1.0,
a,@user It is barbaric to make a mother carry a terminal fetus to term if she wishes to abort.,0.0,
a,"hey bro, could u uhhh maybe keep ur religion the fuck away from my uterus😌 *~i don't believe in god, so u saying i'm gonna burn in hell for murdering babies that god put inside me literally makes me laugh~*",1.0,
a,If this dumb ass bitch don't shut the hell up...,1.0,
a,@user @user @user Another fake ass Christian piece of shit. Rape apologizing motherfucker.,1.0,
a,"Muslim Twitter™, there shouldn't be any drama around abortion. Here is a thorough article written by Imam @user of @user detailing the positions of the 4 Sunnī madhāhib, rulings in other Abrahamic faiths, + ruling on contraception URL",0.0,
a,"SHES FUCKING 11 YOU WEIRD ASS BITCH. BABIES SHOULDNT HAVE FUCKING BABIES SHE CANT WVEN GET A JOB YOU FUCKEN STUPID ASS BITVH. Either be ugly or ignorant not both, pick a struggle you dumb fuck. URL",1.0,
a,@user homosexuals let me hear you make some noise !,0.0,
a,"Fairness and equality are core American values. I'm proud to join my colleagues in voting to pass the #EqualityAct, which will protect LBGTQ Americans from discrimination. URL",0.0,
a,"After a woman gets out of a toxic relationship, she's single for a long time. At first, it's lonely. In the beginning, it's hard. For a little awhile, it even hurts. But after a certain amount of time, she embraces being single and finds it empowering",0.0,
a,We CANNOT GO AROUND GIVING SPECIAL RIGHTS TO THOSE THAT BELIEVE THEY ARE ENTITLED TO THEM AT THE EXPENSE OF OTHERS. I DEMAND MY RIGHTS BE PROTECTED and  I am a White Straight Christian Woman who believes that I have as much rights as I have always know to have URL,0.0,
a,Brie Larson has single handily caused an untold number of gay girls to realize they're gay and an entire generation of girls will grow up and realize as grown ups that it was in fact Carol lesbian Danvers who was their first crush  URL,0.0,
a,The Salem Witch trials happened. In America! How have we forgotten how far this country will go to remind girls and women how much we are hated?,0.0,
a,"""Advocates are celebrating the moment because it's the first time the legislation has received a full vote from either chamber of Congress. For them, it's a sign of the progress LGBTQ rights have seen over the years."" @user #GlobalEqualityNow🌎  URL",0.0,
a,@user Shut the fuck up faggot,1.0,
a,"Thousands of Sudanese protesters gathered for Friday prayers at the sit-in site outside the army command complex in Khartoum, where they have been camped since April. URL",0.0,
a,my brother said: are you a feminist? cause its impossible to be a feminist when youre a guy WHAT TYPE OF???;!3!: WHATTTTTT LHNAOGOEOFOKWBQHAHAHAHAHAHAUSHSA SURE IMMA TAKE YOUR SEXIST AND MYSOGINISTIC IGNORANT UNEDUCATED ASS SERIOUSLY SUREEEEE,0.0,
a,"Today is International Day Against Homophobia, Biphobia and Transphobia, which is sadly still needed today. We will always challenge inequality in the workplace and society. #IDAHOBIT #Equality #JoinUNISON URL",0.0,
a,This is why we wont free Palestine,0.0,
a,Bunch of whack niggas on this app,1.0,
a,"I mean yall r okay w gay celebrity couples but not w a real life gay couples, so what u tryna say again?",0.0,
a,"Dominique ""Nique"" Miller isn't your average girl; this melanin goddess is internationally ranked among the top 10 female competitive stand-up paddle surfers around the world. URL",0.0,
a,Short girls are cute uhh 😌💓 URL,0.0,
a,URL CALL AND SERVE FAGGOT !,1.0,
a,@user @user @user @user @user @user A Muslim woman playing a role of a FAKE hindu fiydaheen #HumaQureshi & a Muslim man playing the role of a FAKE hindu jihadi cleric. Bollywood hates HINDU. Anyone to make REAL film on Srilanka killings ? Morons,0.0,
a,y'all: omg you support a guy kicking a woman just for speaking her own opinion? it's disrespectful and very immature!  also y'all: go kill your self you fat ugly beaner i hope you get raped and get deported back to your country!!!!,1.0,
a,@user Foreign nationals don't have the rights of citizens in America until they actually become citizens. Foreign nationals already need to pass an English exam and civics test for naturalization.,0.0,
a,@user @user Especially dangerous if you're a black baby in NY #SystematicGenocide #Blacklivesmatter #AllLivesMatter #DefundPP URL,0.0,
a,""" she hates mexicans "" got me cryiNGGGG tears in my eyes rn bro",0.0,
a,"It's unacceptable that LGBTQ Americans still face discrimination in employment, housing, and education in parts of the U.S. Today, I was proud to vote to pass the #EqualityAct to ensure that our LGBTQ brothers and sisters receive full civil rights protections.",0.0,
a,Sorrow is a fruit; God does not allow it to grow on a branch that is too weak to bear it. URL,0.0,
a,@user @user @user And homophobic just like straight people,0.0,
a,when niggas start shooting at the function n i'm drunk af URL,0.0,
a,All I want is one white nigga that only knows how to shoot 3's and maybe get the occasional rebound when he's not shooting 3's,0.0,
a,@user @user White guys can go on rampage & the cops stop off at a drive-through to get them burgers on the way to the station.,0.0,
a,"Modji is probably the only Indian PM who operates at two levels, one as politician and other as social reformer #DeshKaGauravModi",0.0,
a,"@user ...Except girls and women's lives, they are just worthless cum receptacles and breeding machines.",1.0,
a,"Due to complete inaction regarding immigration reform on the part of Congress, I see the 'plan' is now to ship 1000's of diseased, broke refugees here, there & F'ing everywhere for 5 years while they wait for asylum hearings.  God Damn, what a farce. #ThirdWorld here we come.",1.0,
a,some random white woman approached us and said that we looked so happy and cute so she begged us to let her take a pic to capture the moment so.... mira que cute !! URL,0.0,
a,Ladies if y'all would jus stop being immature and jus swallow y'all wouldn't have to worry about abortions. Eat them kids.,1.0,
a,"@user Unless the Indian elite business families wake up to the globalists mischief, their grandchildren will one day wake up as slaves. Remember you Indian business elites, your billions of dollars are worth zero, if your own country is plummeting and plundered.",0.0,
a,"@user Sounds about par, sounds like he got cucked but when the role was reversed she threatened to do exactly what she did I'm just saiyan jury's out for me",0.0,
a,It's interesting what so many of us view as masculine energy. URL,0.0,
a,Like nigga why you made women get their periods at ages 9-12??? Bitch who gave you the license?,0.0,
a,@user lesbians be changing their @user,0.0,
a,I fucking hate white men in politics I'm gonna cut off all their fucking dicks,1.0,
a,"""...This bill actually poses a devastating and unprecedented threat to religious freedom and the progress that women have made toward true equal treatment in law and culture,"" Sarah Kramer of Alliance Defending Freedom (ADF) wrote in an online analysis. URL",0.0,
a,"""Go back to Africa then"" BITCH they hate us there too, the fuck? URL",1.0,
a,"Listen up you old white cracker: if you want to enable the protection of human life, let's focus on the millions of children/students/concert goers/movie goers/literally any activity goers who are ACTUALLY ALIVE who fear being mowed down by a shower of bullets. Die slow, bitch. URL",1.0,
a,"ON BEHALF OF ALL GOOD MEN, CAN YALL WHITE DUDES STOP SAYING SOME DUMB ASS SHIT ABOUT ABORTIONS AND BANNING THEM? HOW ARE WE GONNA FIND A QUEEN WHEN THEY ALL FUCKING HATE MEN. YALL FUCKIN US UP TOO BRUH 🥺",0.0,
a,Modi ji is lucky that people from across the globe came to India as volunteers to support him and campaign for him. URL,0.0,
a,@user @user @user change the flags to green and arabic named god see them getting beheaded like charlie hebdo,1.0,
a,"Pakistani nation must watch this! This is the exact path we are taking.....we can still learn from the Russian experience or go down the same painful path and experience ourselves. The hit men are the same, their terrorism is the same....the result would be same as well...",0.0,
a,"Why are WE moving them? They seemed very capable of moving themselves across continents to invade our border, let them figure it out themselves. Are we then planning to fly them (tax payers dime) back to Texas for the ""asylum"" hearings, or do we just concede that that is a joke? URL",0.0,
a,ASIAN WIFE TAKES HUGE BLACK COCK AND SWALLOWS BBC CUM #BLACKEDasian.com #Blacked #Asian #BlowJob #CumShot #HardCore #MILF vid>>URL URL,0.0,
a,LMAO cmon bruh just throw out the whole America URL,0.0,
a,"I pray this is true & that Trump invokes this quickly & w/out any problems! We need to get rid of ALL ILLEGALS from this country before we turn into another France, England or Germany! It would be a good thing to do while Dem's are tied up in defending themselves against treason. URL",0.0,
a,MS-13 Gang Member Shoots Cop In The Face During Drug Raid...On The Same Day As Migrant Dumping Announcement URL via @user,0.0,
a,TONIGHT I'M GAY BOTH IN THE QUEER AND HAPPY WAY,0.0,
a,I hope Srilankan government will serve justice for the attrocities commited by its regime 10 years ago..I stand with my #Tamil bros and sis on this sad sad day #May18TamilGenocide,0.0,
a,How the hell are there people who are still anti-native? Sorry but that's just disgraceful. First Nations peoples have occupied this land (North America) for far longer than anybody else here. We took care of the land longer than you have mistreated it.,0.0,
a,What a dirty c*nt. URL,1.0,
a,Can all women of this country make a pact and not have sex with men. And if they force themselves. Rip their dick off and staple it to their forehead with a fuck you note and send them to Alabama,1.0,
a,"""Bitches talking about ""you ruined my self esteem"" bitch it's called SELF esteem"" LMFAO Kat Williams still funny idc",0.0,
a,it was there for 2 years. 2 whole years. every day i hate men even more. fucking trash. im URL,1.0,
a,Stupid whore,1.0,
a,The Hindus and the Jews are natural friends. It's heartening to see India and Israel coming together deeply. URL,0.0,
a,"The Ahmadiyya Muslim Community will be hosting #OpenMosque events in 40 locations across America on May 18, 2019 #Ramadan @user  'Our mosques are their mosques': Muslims invite fellow Americans to Open Mosque Day URL via @user",0.0,
a,"""This may be the moment that women feared when they poured into the streets on the day following Donald Trump's inauguration... This may be a crystalizing moment for the Democratic primary contenders when the fight becomes even more urgent that before..."" - @user URL",0.0,
a,Modelling agencies such as @user should be on EVERY brands first contact list for campaigns. A whole agency that works solely with LGBTQ+ & POC people & they're UK BASED!!! Look at the beauty of some of their models URL,0.0,
a,women's rights = human rights  abortion rights = human rights  URL,0.0,
a,"fuck that nigga , fuck his friends & fuck his BITCH",1.0,
a,@user Suck tyrones dick you cuck,1.0,
a,You look like the kind of white bread ass bitch that had 2 abortions last year just so you could stay on the volleyball team URL,1.0,
a,@user White republican beat,0.0,
a,@user Long live Israel! Greetings from the Netherlands.,0.0,
a,sike luke lost his rights so fast u really can never trust white men,0.0,
a,how do these horny idiots get anything done I swear they're hooking up 23/7 URL,0.0,
a,Y'all see how we Mexicans don't give a fuck if y'all do stuff like this we find this shit funny URL,0.0,
a,"""Boobs and Muscles dont go together! It ruins the character!"" Me as an intellect: URL",0.0,
a,want this stupid dyke to choke me out URL,1.0,
a,"No, don't die They have to kill you 100 times more Our martyr's blood will be the OIL to burn Zionists  Fuck Zionism  Long live Palestine URL",1.0,
a,"With the rise of radical Islam around the world & 2 new Muslim congresswomen seen as extremists, many Americans are beginning to ask questions about a global caliphate. One America's Jack Posobiec sat down with reformist #ImanTawhidi  @user @user URL",0.0,
a,No one: African women w nice bodies: URL,0.0,
a,"oh my god, go shove some more guns up your vagina and shut the fuck up for once you inbred bitch URL",1.0,
a,"Stop protesting at clinics. Stop shaming women. Stop trying to overturn abortion laws. If you actually care about reducing or eliminating the number of abortions in our country, simply HOLD MEN RESPONSIBLE FOR THEIR ACTIONS.",0.0,
a,@user @user @user Eat shit white trash!,1.0,
a,Brian Kemp: Reverse State Agency's Hijab Ban - Sign the Petition! URL via @user,0.0,
a,james charles to random straight men URL,0.0,
a,when Muslim women wear hijab: 😒 when non-Muslim women wear hijab in solidarity with Muslim women: URL,0.0,
a,"Sayako held that slut's ass cheeks with an ease, as she kept pounding her fat cock right deep down into her tight hole. Her massive, veiny, bitch-destroying cock kept ravaging and reshaping that tight butt-hole of her's. A phase of rhythm kept growing up in speed, as Sayako --- URL",1.0,
a,@user @user Did y'all want an equal and non-racial society when you were oppressing and colonizing blacks? How dare you think it's your call to make while these injustices still continue. I don't see you fighting banks to treat blacks like they treat you.,0.0,
a,Drone Strike the Shi'ite Out of Them! Insh Allah!,1.0,
a,"International Day Against Homophobia, Transphobia and Biphobia is an opportunity to celebrate the progress made in promoting LGBTQ rights. But we must also reflect that there is much more to do so that discrimination is consigned to history. #IDAHOBIT URL",0.0,
a,"On May 17th, 2019 in #Taiwan, #LoveWon. We took a big step towards true equality, and made Taiwan a better country. 🏳️‍🌈",0.0,
a,@user @user so are you saying that this is what God would do? would God keep Christians out of of the U.S. because they can't speak english or don't have high skills? My God loves his children.,0.0,
a,this is for Rachel you big fat white nasty smelling fat bitch why you took me off the motherfucking schedule with your trifling dirty white racist ass you big fat bitch oompa loompa body ass bitch,1.0,
a,#Bangladesh won first ever  multi-nation ODI tournament 🏆 #TriSeries #CHAMPIONS #Bangladesh 🇧🇩 URL,0.0,
a,@user What's it like to be white?,0.0,
a,Dumb cuck should send. Bitch where the fuck is my payday? Almost 1 pm and no tributes is unacceptable... #findom #paypig #footfetish #finsub #footslave #domination #humiliation #bdsm #philly #goddess #feet URL,1.0,
a,@user Especially if you're a whore and hanging out with losers with diseases and acting like it's no big deal 🙈😒,1.0,
a,"When you're such a Soy Boi Beta Bitch that you get scared of a girl. XD Have fun trying not to look like the Sexual predator you most likely are, given recent patterns. URL",1.0,
a,Fuck Yeah ! Filthy Hot Sweaty Strapped Cock Cleanin' Fuck Whore Takin' a Hard Fuck'n Rough Mount and Ride for a Balls Deep Fuck'n Load Fill Floodin' His Used Fuck'n Whored Out Cunt (T.I.M)(Part 2) 👍 URL,1.0,
a,"Dr. Ravi Prakash from @user explains how the Samata intervention to reduce #childmarriage in India targeted girls, boys, communities, and schools to change norms linked to girls' education. URL",0.0,
a,girls saying hi to the white boys at frat parties URL,0.0,
a,"Fact is that Israel is using US to destroy the greater ME to create space for its greater Israel project. Hundreds of millions will die, will be dislocated....entire Islamic civilization is being pushed back to the stone age...... Britain shares these crimes equally... URL",0.0,
a,"Hi & Assalamualaikum guys!  Come and donate to help those in needs! ❤️❤️ May Allah bless all of you on this beautiful month, Ramadhan Kareem where all our deeds will be multipled 💞 RT and spread the love!  #SerojaHopeInMotion #MyHopeHero #EveryoneIsAHero #MOVE URL",0.0,
a,@user Anushka Sharma is one of the best. She is the Queen of Bollywood.  Fashion = Anushka Sharma  Queen = Anushka Sharma  @user  URL,0.0,
a,@user I know you're being facetious but it's true. There are millions of black people who cannot compete with white people because they were educated under the Bantu system whereas their white counterparts received free primary and secondary education in model C schools.,0.0,
a,"No @user wrong. We have just & humane immigration called 'go to local embassy & seek asylum'.  What should have been done, Guatemalan child whose PARENTS dragged over 2000 miles to cheat safe, legal immigration?  You voted against #BorderCrisis funding? #StopTheLies URL",0.0,
a,Migrant families being flown to San Diego from Texas in U.S. border crisis - Reuters URL,0.0,
a,"@user @user Hey please get us Indian Actress #HinaKhan video from the Red carpet today, She would be walking today at 5:30-6:30 (French Time)  #Cannes2019 #HinaKhanAtCannes2019 URL",0.0,
a,"You are the PURE definition of STUPID. Women don't wear mini skirts to be seen as sex objects, we wear mini skirts because we want to! Men like you, give all the other men with a brain a bad name. O Dom sahn. Atleast have the balls to show your face, oh wait, you dont have any. URL",1.0,
a,#LaxmmiBomb: @user transgender look surprises and shocks his fans URL,0.0,
a,@user @user @user @user @user @user @user @user @user @user Let's get this legislation written & get it to every state contemplating enforced pregancy. Fathers will now take responsibility for becoming a father!,0.0,
a,@user I'd love to kick the cunt off this faggot,1.0,
a,This man is just a disgusting human. This woman supported you for YEARS looked after your dumb drugged up ass like ur a kid only for him to insult her publicly every few months. MEN ARE TRASH URL,1.0,
a,@user Give my wire back u faggot,1.0,
a,"@user @user @user Titania bares all in this exposé! Such courage and bravery in challenging the status quo, (which was designed by SWM's, meaning it's all shit!) showing that gender fluidity can be as simple as a wave of a hand. It's all in the brain of the eye holder. Who are any of you to judge!",0.0,
a,Fuck all the gays,1.0,
a,@user You condemn Islam even for it wrong acts..... And you are Islamophobe.  Typical Jihadi mindset. URL,0.0,
a,This is a deliberate attempt by @user to brainwash the young Hindus against Hindu revivalism. People who would lose their lives just for painting 'their' prophet are insulting Hinduism everyday. Stop Hinduphobia! #BoycottNetflix URL,0.0,
a,"@user @user Why do 3.8 million #50sWomen not constitute ""The Many"" not the few? Why is Labour not supporting women who've contributed all their working lives, paid for past pensions and NOW still paying, just for being women over 60! #BackTo60 #OneVoice #JudicialReview #CEDAW",0.0,
a,This is what mass immigration has done to Europe. Is this what young men stormed the beaches of Normandy for? Is this the Europe that millions of men fought and died for? URL,0.0,
a,@user @user you look like you wash your hair with your own faeces you smelly gayboy,1.0,
a,"Australia, you are a repulsive gang of racist homophobic misogynist White Trash Unrepentant Land Thieves, and I disown you as my kin #auspol #PoliticsHQ #australiavotes2019",1.0,
a,this is the Jews in the time of Jesus...#ClimateChange how about you've never been good enough to rule and reign yet....and let's see JUST how badly you ACTUALLY take shit shall we?????,1.0,
a,@user What's next? Disabled people will be sterilized? It will be illegal to have mixed children?,0.0,
a,"@user Yeah never mind, how bout you go to the kitchen like you were born to do, and stop bitchin, lousy women and their ""equality"" URL",1.0,
a,@user Deport these Neanderthals back to their shitholes.,1.0,
a,Alt right femboys can't say stupid shit if you plug their fashy little mouths with your big cock 🖤 URL,1.0,
a,"hey, babe. you're clearly new here. but I just wanted you to know that a group of black women started that trend. specifically @user @user & @user thanks for trying, though. URL",0.0,
a,"If homosexuality was a choice, we would've all chosen to be straight a long time ago. Y'all speak from a place of privilege because you don't know what oppression feels like. Heck, people like me get KILLED BY THEIR GOVERNMENTS for being gay.",0.0,
a,BBC News - The Yazidi family reunited after being IS slaves URL,0.0,
a,Clown niggas really stick together like they in a circus. Squad full of bozos,1.0,
a,"I use to hang with 50 niggas, 20 of em got murk the other 20 then turned pussy and the other 10 put in work",1.0,
a,@user Dear Congress (I) ... Why did Hindu Mahasabha members hold membership of INC then?,0.0,
a,fuck all these hoes tell em stay outta my face,1.0,
a,hello what's poppin' #LGBTCosplay? i'm kenma (she/her) and i am pansexual! we can all come together with open arms and big hearts to support one another 💖 i'm all for making new friends!! 💕 . . . photography credits 1: hailthenaninator 3: lou carrion photography 4: sfdesign URL,0.0,
a,@user @user Shut up poopoo ass nig,1.0,
a,Saint Dr. @user ji has always guided human being for girl rights and safety all girls are #कुल_का_क्राउन a title given by guruji to who are the only child of their parent and doesn't leave their home post marriage..  #बेटियां_लाएंगी_बारात URL,0.0,
a,I really hate bitches.,1.0,
a,Pakistan: Hindu veterinarian has been charged w/insulting Islam. He is accused of reusing paper that had religious text in wrapping livestock food. He faces life in prison. Muslims have burned down his clinic & destroyed other Hindu-owned businesses. URL,0.0,
a,@user mentally unstable self conscious white man,1.0,
a,"@user Motive?? Just like the rest, an intolerant Muslim bred with a hatred of western civilization and need to destroy and create fear aka terrorist!",1.0,
a,"""More than 31,000 black people from all 50 states participated in what we believe is the largest independent survey of black people ever conducted in the United States"" @user URL",0.0,
a,Fun fact: Only respecting women that you're attracted to isn't respecting women.,0.0,
a,On god i would've post-birth aborted him on the spot,1.0,
